property_id,ward_id,ward_name,zone,lat,lng,address,pincode,property_type,area_sqm,detection_type,confidence,ndbi_delta,area_delta,ndvi_drop,osm_status,db_match,baseline_year,comparison_year,detected_at,status,estimated_annual_tax_inr,owner_name,s3_geojson_key
GVMC-012-0019,12,Jagadamba Junction,Suryabagh,17.708154,83.309991,"D.No 11-4, Main Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,294,new_build,0.6,0.56,0.58,0.55,0.41,0.38,2022,2024,2024-06-12T01:00:00Z,pending,23520,"Kavitha Rao",mock/ward-12/GVMC-012-0019.json
GVMC-012-0020,12,Jagadamba Junction,Suryabagh,17.699067,83.30009,"D.No 44, Market Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,791,new_build,0.66,0.67,0.53,0.55,0.49,0.4,2022,2024,2024-08-23T05:00:00Z,underassessed,63280,"Anitha Murthy",mock/ward-12/GVMC-012-0020.json
GVMC-012-0021,12,Jagadamba Junction,Suryabagh,17.690209,83.300495,"D.No 24, Market Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Mixed Use,286,change_of_use,0.48,0.41,0.4,0.48,0.29,0.26,2022,2024,2024-11-07T04:00:00Z,already_assessed,11440,"Ravi Varma",mock/ward-12/GVMC-012-0021.json
GVMC-012-0022,12,Jagadamba Junction,Suryabagh,17.696958,83.306312,"D.No 18, Temple Street, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,352,change_of_use,0.88,0.86,0.77,0.83,0.55,0.57,2022,2024,2024-01-05T01:00:00Z,verified,14080,"Padma Murthy",mock/ward-12/GVMC-012-0022.json
GVMC-012-0023,12,Jagadamba Junction,Suryabagh,17.710393,83.283946,"D.No 28, Market Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,658,new_build,0.66,0.57,0.55,0.55,0.51,0.54,2022,2024,2024-11-06T04:00:00Z,verified,52640,"Padma Rao",mock/ward-12/GVMC-012-0023.json
GVMC-012-0024,12,Jagadamba Junction,Suryabagh,17.686701,83.281718,"D.No 33, Beach Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,715,new_build,0.57,0.55,0.57,0.54,0.32,0.51,2022,2024,2024-10-16T02:00:00Z,pending,57200,"Ravi Naidu",mock/ward-12/GVMC-012-0024.json
GVMC-012-0025,12,Jagadamba Junction,Suryabagh,17.688229,83.284447,"D.No 5, Lane, Jagadamba Junction, Visakhapatnam - 530024",530024,Vacant Land,503,change_of_use,0.74,0.68,0.68,0.66,0.53,0.55,2022,2024,2024-05-13T03:00:00Z,pending,20120,"Rajesh Murthy",mock/ward-12/GVMC-012-0025.json
GVMC-012-0026,12,Jagadamba Junction,Suryabagh,17.700648,83.302492,"D.No 17, Cross Street, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,170,change_of_use,0.64,0.56,0.48,0.51,0.56,0.36,2022,2024,2024-11-22T01:00:00Z,pending,6800,"Padma Raju",mock/ward-12/GVMC-012-0026.json
GVMC-012-0027,12,Jagadamba Junction,Suryabagh,17.688763,83.299142,"D.No 28, Lane, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,715,new_build,0.46,0.45,0.3,0.45,0.3,0.43,2022,2024,2024-06-01T02:00:00Z,pending,57200,"Prasad Naidu",mock/ward-12/GVMC-012-0027.json
GVMC-012-0028,12,Jagadamba Junction,Suryabagh,17.692126,83.294535,"D.No 26-6, Nagar Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,887,new_build,0.95,0.91,0.71,0.83,0.63,0.73,2022,2024,2024-04-21T01:00:00Z,pending,70960,"Anil Reddy",mock/ward-12/GVMC-012-0028.json
GVMC-012-0029,12,Jagadamba Junction,Suryabagh,17.685821,83.30345,"D.No 6-1, Market Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,311,new_build,0.79,0.73,0.73,0.67,0.62,0.56,2022,2024,2024-10-15T01:00:00Z,pending,24880,"Ramesh Rao",mock/ward-12/GVMC-012-0029.json
GVMC-012-0030,12,Jagadamba Junction,Suryabagh,17.704308,83.304503,"D.No 36, Ring Road Extension, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,457,new_build,0.48,0.44,0.32,0.35,0.28,0.37,2022,2024,2024-02-18T05:00:00Z,pending,36560,"Rajesh Raju",mock/ward-12/GVMC-012-0030.json
GVMC-012-0031,12,Jagadamba Junction,Suryabagh,17.698819,83.292934,"D.No 12, Colony Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,550,change_of_use,0.71,0.65,0.54,0.62,0.64,0.47,2022,2024,2024-02-11T03:00:00Z,pending,22000,"Ramesh Sarma",mock/ward-12/GVMC-012-0031.json
GVMC-012-0032,12,Jagadamba Junction,Suryabagh,17.713582,83.292942,"D.No 40-1, Temple Street, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,391,new_build,0.66,0.7,0.48,0.62,0.4,0.43,2022,2024,2024-05-01T04:00:00Z,pending,31280,"Divya Patnaik",mock/ward-12/GVMC-012-0032.json
GVMC-012-0033,12,Jagadamba Junction,Suryabagh,17.688093,83.288451,"D.No 19, Nagar Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,436,change_of_use,0.49,0.48,0.39,0.41,0.42,0.43,2022,2024,2024-06-07T04:00:00Z,underassessed,17440,"Mahesh Varma",mock/ward-12/GVMC-012-0033.json
GVMC-012-0034,12,Jagadamba Junction,Suryabagh,17.697937,83.302144,"D.No 13-9, Cross Street, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,584,new_build,0.85,0.86,0.79,0.67,0.61,0.49,2022,2024,2024-06-05T03:00:00Z,pending,46720,"Sowjanya Rao",mock/ward-12/GVMC-012-0034.json
GVMC-012-0035,12,Jagadamba Junction,Suryabagh,17.708705,83.29898,"D.No 16, Temple Street, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,381,change_of_use,0.84,0.77,0.77,0.67,0.67,0.63,2022,2024,2024-10-13T02:00:00Z,verified,15240,"Rajesh Rao",mock/ward-12/GVMC-012-0035.json
GVMC-012-0036,12,Jagadamba Junction,Suryabagh,17.688697,83.283305,"D.No 31-8, Cross Street, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,86,change_of_use,0.48,0.53,0.4,0.35,0.38,0.41,2022,2024,2024-06-01T01:00:00Z,underassessed,3440,"Kavitha Chowdary",mock/ward-12/GVMC-012-0036.json
GVMC-012-0037,12,Jagadamba Junction,Suryabagh,17.686455,83.283095,"D.No 15, Colony Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Mixed Use,605,change_of_use,0.87,0.79,0.69,0.82,0.76,0.62,2022,2024,2024-06-12T05:00:00Z,underassessed,24200,"Anitha Rao",mock/ward-12/GVMC-012-0037.json
GVMC-012-0038,12,Jagadamba Junction,Suryabagh,17.713287,83.284743,"D.No 20, Colony Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Residential,618,new_build,0.84,0.82,0.79,0.71,0.53,0.62,2022,2024,2024-12-14T05:00:00Z,underassessed,49440,"Kavitha Sarma",mock/ward-12/GVMC-012-0038.json
GVMC-012-0039,12,Jagadamba Junction,Suryabagh,17.696191,83.307288,"D.No 30, Colony Road, Jagadamba Junction, Visakhapatnam - 530024",530024,Commercial,335,change_of_use,0.55,0.53,0.55,0.43,0.36,0.42,2022,2024,2024-06-12T02:00:00Z,pending,13400,"Kavitha Devi",mock/ward-12/GVMC-012-0039.json
GVMC-013-0001,13,NAD Junction,Gnanapuram,17.678192,83.252376,"D.No 23, Beach Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,578,new_build,0.94,0.84,0.71,0.84,0.6,0.62,2022,2024,2024-08-28T05:00:00Z,pending,46240,"Sowjanya Kumar",mock/ward-13/GVMC-013-0001.json
GVMC-013-0002,13,NAD Junction,Gnanapuram,17.688959,83.240671,"D.No 1, Colony Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,156,new_build,0.48,0.48,0.38,0.47,0.38,0.41,2022,2024,2024-03-16T01:00:00Z,verified,12480,"Ramesh Patnaik",mock/ward-13/GVMC-013-0002.json
GVMC-013-0003,13,NAD Junction,Gnanapuram,17.686,83.277839,"D.No 19-1, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,128,new_build,0.89,0.91,0.79,0.73,0.67,0.62,2022,2024,2024-12-05T01:00:00Z,pending,10240,"Suresh Naidu",mock/ward-13/GVMC-013-0003.json
GVMC-013-0004,13,NAD Junction,Gnanapuram,17.680708,83.247377,"D.No 5-9, Ring Road Extension, NAD Junction, Visakhapatnam - 530030",530030,Residential,242,new_build,0.68,0.67,0.63,0.54,0.54,0.44,2022,2024,2024-02-14T05:00:00Z,false_positive,19360,"Sunitha Reddy",mock/ward-13/GVMC-013-0004.json
GVMC-013-0005,13,NAD Junction,Gnanapuram,17.69913,83.240713,"D.No 19, Market Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,686,new_build,0.64,0.68,0.59,0.63,0.52,0.4,2022,2024,2024-01-24T05:00:00Z,already_assessed,54880,"Krishna Rao",mock/ward-13/GVMC-013-0005.json
GVMC-013-0006,13,NAD Junction,Gnanapuram,17.670295,83.240151,"D.No 44, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,821,new_build,0.93,0.81,0.77,0.74,0.63,0.62,2022,2024,2024-06-03T05:00:00Z,pending,65680,"Sunitha Patnaik",mock/ward-13/GVMC-013-0006.json
GVMC-013-0007,13,NAD Junction,Gnanapuram,17.672805,83.265994,"D.No 25, Main Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,631,change_of_use,0.8,0.75,0.73,0.62,0.61,0.53,2022,2024,2024-04-13T03:00:00Z,verified,25240,"Sowjanya Devi",mock/ward-13/GVMC-013-0007.json
GVMC-013-0008,13,NAD Junction,Gnanapuram,17.67299,83.258935,"D.No 3, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,404,new_build,0.52,0.57,0.38,0.37,0.32,0.37,2022,2024,2024-07-26T01:00:00Z,verified,32320,"Ravi Raju",mock/ward-13/GVMC-013-0008.json
GVMC-013-0009,13,NAD Junction,Gnanapuram,17.666907,83.267536,"D.No 27, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,253,new_build,0.52,0.5,0.41,0.54,0.44,0.26,2022,2024,2024-10-09T05:00:00Z,pending,20240,"Mahesh Raju",mock/ward-13/GVMC-013-0009.json
GVMC-013-0010,13,NAD Junction,Gnanapuram,17.698275,83.252991,"D.No 23-1, Lane, NAD Junction, Visakhapatnam - 530030",530030,Residential,644,change_of_use,0.89,0.79,0.67,0.8,0.75,0.74,2022,2024,2024-03-27T04:00:00Z,false_positive,25760,"Anitha Reddy",mock/ward-13/GVMC-013-0010.json
GVMC-013-0011,13,NAD Junction,Gnanapuram,17.666436,83.271007,"D.No 26, Main Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,273,new_build,0.62,0.61,0.55,0.53,0.4,0.48,2022,2024,2024-10-24T04:00:00Z,verified,21840,"Ramesh Reddy",mock/ward-13/GVMC-013-0011.json
GVMC-013-0012,13,NAD Junction,Gnanapuram,17.676829,83.242194,"D.No 20-8, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,746,new_build,0.73,0.69,0.56,0.6,0.47,0.6,2022,2024,2024-01-17T02:00:00Z,pending,59680,"Naveen Prasad",mock/ward-13/GVMC-013-0012.json
GVMC-013-0013,13,NAD Junction,Gnanapuram,17.67821,83.257694,"D.No 10-5, Temple Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,813,new_build,0.54,0.5,0.53,0.55,0.32,0.35,2022,2024,2024-10-11T04:00:00Z,pending,65040,"Prasad Murthy",mock/ward-13/GVMC-013-0013.json
GVMC-013-0014,13,NAD Junction,Gnanapuram,17.6994,83.253651,"D.No 30, Main Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,902,new_build,0.8,0.78,0.67,0.63,0.52,0.5,2022,2024,2024-06-11T02:00:00Z,pending,72160,"Naveen Rao",mock/ward-13/GVMC-013-0014.json
GVMC-013-0015,13,NAD Junction,Gnanapuram,17.665628,83.243268,"D.No 25-8, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Industrial,943,new_build,0.93,0.84,0.85,0.76,0.62,0.73,2022,2024,2024-03-25T05:00:00Z,verified,75440,"Krishna Reddy",mock/ward-13/GVMC-013-0015.json
GVMC-013-0016,13,NAD Junction,Gnanapuram,17.696051,83.289741,"D.No 31, Colony Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,236,new_build,0.78,0.8,0.67,0.74,0.66,0.53,2022,2024,2024-09-11T04:00:00Z,underassessed,18880,"Rajesh Varma",mock/ward-13/GVMC-013-0016.json
GVMC-013-0017,13,NAD Junction,Gnanapuram,17.671887,83.242162,"D.No 22, Beach Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,840,new_build,0.72,0.69,0.59,0.69,0.63,0.56,2022,2024,2024-10-15T01:00:00Z,false_positive,67200,"Haritha Patnaik",mock/ward-13/GVMC-013-0017.json
GVMC-013-0018,13,NAD Junction,Gnanapuram,17.684125,83.246872,"D.No 32-1, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Vacant Land,284,change_of_use,0.65,0.6,0.55,0.61,0.58,0.44,2022,2024,2024-05-07T03:00:00Z,pending,11360,"Rajesh Naidu",mock/ward-13/GVMC-013-0018.json
GVMC-013-0019,13,NAD Junction,Gnanapuram,17.666213,83.261013,"D.No 16, Temple Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,872,new_build,0.87,0.75,0.83,0.72,0.71,0.55,2022,2024,2024-03-11T01:00:00Z,already_assessed,69760,"Anil Rao",mock/ward-13/GVMC-013-0019.json
GVMC-013-0020,13,NAD Junction,Gnanapuram,17.697456,83.272699,"D.No 13, Lane, NAD Junction, Visakhapatnam - 530030",530030,Residential,393,change_of_use,0.82,0.84,0.62,0.78,0.54,0.5,2022,2024,2024-11-05T05:00:00Z,underassessed,15720,"Divya Kumar",mock/ward-13/GVMC-013-0020.json
GVMC-013-0021,13,NAD Junction,Gnanapuram,17.686863,83.287545,"D.No 17, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Commercial,772,new_build,0.45,0.41,0.4,0.47,0.3,0.27,2022,2024,2024-06-02T05:00:00Z,verified,61760,"Ramesh Prasad",mock/ward-13/GVMC-013-0021.json
GVMC-013-0022,13,NAD Junction,Gnanapuram,17.693993,83.24903,"D.No 8-1, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,185,change_of_use,0.78,0.76,0.66,0.62,0.66,0.64,2022,2024,2024-12-26T04:00:00Z,pending,7400,"Sunitha Devi",mock/ward-13/GVMC-013-0022.json
GVMC-013-0023,13,NAD Junction,Gnanapuram,17.663788,83.287334,"D.No 21, Ring Road Extension, NAD Junction, Visakhapatnam - 530030",530030,Residential,406,change_of_use,0.96,0.87,0.81,0.91,0.73,0.72,2022,2024,2024-07-14T03:00:00Z,pending,16240,"Srinivas Rao",mock/ward-13/GVMC-013-0023.json
GVMC-013-0024,13,NAD Junction,Gnanapuram,17.675755,83.258354,"D.No 22, Lane, NAD Junction, Visakhapatnam - 530030",530030,Residential,152,change_of_use,0.94,0.92,0.83,0.77,0.68,0.68,2022,2024,2024-07-18T02:00:00Z,verified,6080,"Sunitha Raju",mock/ward-13/GVMC-013-0024.json
GVMC-013-0025,13,NAD Junction,Gnanapuram,17.679214,83.273657,"D.No 14, Market Road, NAD Junction, Visakhapatnam - 530030",530030,Industrial,77,change_of_use,0.56,0.54,0.55,0.49,0.42,0.31,2022,2024,2024-04-23T04:00:00Z,pending,3080,"Lakshmi Varma",mock/ward-13/GVMC-013-0025.json
GVMC-013-0026,13,NAD Junction,Gnanapuram,17.683376,83.256376,"D.No 32-9, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Industrial,588,new_build,0.69,0.6,0.53,0.67,0.61,0.44,2022,2024,2024-12-21T03:00:00Z,pending,47040,"Divya Kumar",mock/ward-13/GVMC-013-0026.json
GVMC-013-0027,13,NAD Junction,Gnanapuram,17.699024,83.281617,"D.No 36, Beach Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,425,new_build,0.66,0.58,0.46,0.5,0.43,0.4,2022,2024,2024-12-23T02:00:00Z,pending,34000,"Anitha Reddy",mock/ward-13/GVMC-013-0027.json
GVMC-013-0028,13,NAD Junction,Gnanapuram,17.686652,83.280122,"D.No 32-4, Main Road, NAD Junction, Visakhapatnam - 530030",530030,Vacant Land,807,new_build,0.85,0.79,0.68,0.75,0.59,0.65,2022,2024,2024-07-13T04:00:00Z,pending,64560,"Krishna Murthy",mock/ward-13/GVMC-013-0028.json
GVMC-013-0029,13,NAD Junction,Gnanapuram,17.664998,83.260212,"D.No 13-4, Main Road, NAD Junction, Visakhapatnam - 530030",530030,Vacant Land,92,change_of_use,0.55,0.47,0.46,0.55,0.47,0.33,2022,2024,2024-10-22T05:00:00Z,pending,3680,"Suresh Naidu",mock/ward-13/GVMC-013-0029.json
GVMC-013-0030,13,NAD Junction,Gnanapuram,17.660828,83.261468,"D.No 8, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,127,new_build,0.48,0.45,0.48,0.48,0.33,0.26,2022,2024,2024-04-25T05:00:00Z,pending,10160,"Srinivas Murthy",mock/ward-13/GVMC-013-0030.json
GVMC-013-0031,13,NAD Junction,Gnanapuram,17.670456,83.255725,"D.No 33, Ring Road Extension, NAD Junction, Visakhapatnam - 530030",530030,Commercial,911,new_build,0.67,0.69,0.6,0.59,0.48,0.52,2022,2024,2024-12-12T03:00:00Z,pending,72880,"Sowjanya Devi",mock/ward-13/GVMC-013-0031.json
GVMC-013-0032,13,NAD Junction,Gnanapuram,17.681954,83.280156,"D.No 32, Market Road, NAD Junction, Visakhapatnam - 530030",530030,Mixed Use,94,change_of_use,0.93,0.88,0.76,0.74,0.8,0.73,2022,2024,2024-06-18T04:00:00Z,already_assessed,3760,"Prasad Kumar",mock/ward-13/GVMC-013-0032.json
GVMC-013-0033,13,NAD Junction,Gnanapuram,17.665921,83.28904,"D.No 27, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Commercial,463,change_of_use,0.79,0.79,0.62,0.61,0.6,0.48,2022,2024,2024-11-23T01:00:00Z,verified,18520,"Sunitha Prasad",mock/ward-13/GVMC-013-0033.json
GVMC-013-0034,13,NAD Junction,Gnanapuram,17.687936,83.249408,"D.No 38, Market Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,313,change_of_use,0.6,0.6,0.51,0.51,0.38,0.37,2022,2024,2024-02-03T01:00:00Z,pending,12520,"Mahesh Patnaik",mock/ward-13/GVMC-013-0034.json
GVMC-013-0035,13,NAD Junction,Gnanapuram,17.670631,83.285167,"D.No 6-3, Beach Road, NAD Junction, Visakhapatnam - 530030",530030,Vacant Land,452,new_build,0.77,0.75,0.68,0.66,0.56,0.5,2022,2024,2024-08-13T03:00:00Z,pending,36160,"Divya Sarma",mock/ward-13/GVMC-013-0035.json
GVMC-013-0036,13,NAD Junction,Gnanapuram,17.684995,83.286643,"D.No 12, Main Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,107,new_build,0.61,0.64,0.57,0.61,0.53,0.52,2022,2024,2024-02-10T03:00:00Z,pending,8560,"Sowjanya Murthy",mock/ward-13/GVMC-013-0036.json
GVMC-013-0037,13,NAD Junction,Gnanapuram,17.665881,83.269997,"D.No 26, Colony Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,259,new_build,0.81,0.76,0.76,0.63,0.64,0.64,2022,2024,2024-12-14T04:00:00Z,verified,20720,"Mahesh Reddy",mock/ward-13/GVMC-013-0037.json
GVMC-013-0038,13,NAD Junction,Gnanapuram,17.664595,83.289935,"D.No 3, Lane, NAD Junction, Visakhapatnam - 530030",530030,Residential,847,new_build,0.53,0.47,0.44,0.53,0.49,0.4,2022,2024,2024-09-24T05:00:00Z,verified,67760,"Mahesh Devi",mock/ward-13/GVMC-013-0038.json
GVMC-013-0039,13,NAD Junction,Gnanapuram,17.682499,83.257302,"D.No 8, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Mixed Use,183,new_build,0.83,0.78,0.79,0.64,0.56,0.49,2022,2024,2024-05-18T02:00:00Z,false_positive,14640,"Lakshmi Prasad",mock/ward-13/GVMC-013-0039.json
GVMC-013-0040,13,NAD Junction,Gnanapuram,17.666603,83.247662,"D.No 24, Nagar Road, NAD Junction, Visakhapatnam - 530030",530030,Commercial,638,change_of_use,0.57,0.57,0.53,0.44,0.41,0.31,2022,2024,2024-08-23T01:00:00Z,underassessed,25520,"Srinivas Patnaik",mock/ward-13/GVMC-013-0040.json
GVMC-013-0041,13,NAD Junction,Gnanapuram,17.688083,83.240345,"D.No 40-7, Market Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,233,new_build,0.94,0.84,0.73,0.81,0.73,0.56,2022,2024,2024-03-07T04:00:00Z,underassessed,18640,"Sunitha Prasad",mock/ward-13/GVMC-013-0041.json
GVMC-013-0042,13,NAD Junction,Gnanapuram,17.671187,83.27808,"D.No 12, Colony Road, NAD Junction, Visakhapatnam - 530030",530030,Residential,622,change_of_use,0.67,0.64,0.65,0.56,0.56,0.49,2022,2024,2024-10-11T01:00:00Z,pending,24880,"Sowjanya Kumar",mock/ward-13/GVMC-013-0042.json
GVMC-013-0043,13,NAD Junction,Gnanapuram,17.681735,83.27773,"D.No 26-8, Cross Street, NAD Junction, Visakhapatnam - 530030",530030,Residential,90,new_build,0.94,0.81,0.71,0.9,0.75,0.72,2022,2024,2024-04-07T04:00:00Z,false_positive,7200,"Krishna Rao",mock/ward-13/GVMC-013-0043.json
GVMC-014-0001,14,Kurmannapalem,Gajuwaka,17.678019,83.200765,"D.No 22, Temple Street, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,332,change_of_use,0.8,0.8,0.61,0.68,0.62,0.63,2022,2024,2024-04-13T05:00:00Z,pending,13280,"Srinivas Rao",mock/ward-14/GVMC-014-0001.json
GVMC-014-0002,14,Kurmannapalem,Gajuwaka,17.666173,83.225926,"D.No 2, Main Road, Kurmannapalem, Visakhapatnam - 530032",530032,Vacant Land,103,new_build,0.66,0.59,0.48,0.62,0.49,0.41,2022,2024,2024-10-13T01:00:00Z,verified,8240,"Anil Kumar",mock/ward-14/GVMC-014-0002.json
GVMC-014-0003,14,Kurmannapalem,Gajuwaka,17.642252,83.234748,"D.No 19-9, Cross Street, Kurmannapalem, Visakhapatnam - 530032",530032,Industrial,584,new_build,0.79,0.72,0.69,0.62,0.53,0.57,2022,2024,2024-07-27T04:00:00Z,pending,46720,"Anitha Devi",mock/ward-14/GVMC-014-0003.json
GVMC-014-0004,14,Kurmannapalem,Gajuwaka,17.648404,83.198183,"D.No 9-2, Temple Street, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,184,new_build,0.9,0.84,0.75,0.78,0.63,0.62,2022,2024,2024-01-20T05:00:00Z,pending,14720,"Sowjanya Reddy",mock/ward-14/GVMC-014-0004.json
GVMC-014-0005,14,Kurmannapalem,Gajuwaka,17.654105,83.21615,"D.No 44, Main Road, Kurmannapalem, Visakhapatnam - 530032",530032,Commercial,662,new_build,0.52,0.54,0.44,0.54,0.36,0.42,2022,2024,2024-05-23T02:00:00Z,pending,52960,"Haritha Kumar",mock/ward-14/GVMC-014-0005.json
GVMC-014-0006,14,Kurmannapalem,Gajuwaka,17.655966,83.218076,"D.No 38, Market Road, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,594,new_build,0.92,0.83,0.7,0.74,0.76,0.76,2022,2024,2024-07-09T03:00:00Z,pending,47520,"Anitha Devi",mock/ward-14/GVMC-014-0006.json
GVMC-014-0007,14,Kurmannapalem,Gajuwaka,17.643405,83.23212,"D.No 25, Temple Street, Kurmannapalem, Visakhapatnam - 530032",530032,Commercial,144,new_build,0.95,0.95,0.76,0.78,0.7,0.74,2022,2024,2024-09-17T03:00:00Z,pending,11520,"Sowjanya Reddy",mock/ward-14/GVMC-014-0007.json
GVMC-014-0008,14,Kurmannapalem,Gajuwaka,17.668942,83.232883,"D.No 23, Lane, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,348,new_build,0.69,0.65,0.63,0.52,0.52,0.51,2022,2024,2024-06-04T02:00:00Z,verified,27840,"Suresh Rao",mock/ward-14/GVMC-014-0008.json
GVMC-014-0009,14,Kurmannapalem,Gajuwaka,17.658909,83.223164,"D.No 27, Colony Road, Kurmannapalem, Visakhapatnam - 530032",530032,Mixed Use,460,new_build,0.66,0.67,0.58,0.62,0.43,0.37,2022,2024,2024-05-26T01:00:00Z,pending,36800,"Ravi Devi",mock/ward-14/GVMC-014-0009.json
GVMC-014-0010,14,Kurmannapalem,Gajuwaka,17.660719,83.20546,"D.No 36, Lane, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,688,new_build,0.82,0.73,0.76,0.77,0.69,0.61,2022,2024,2024-04-23T04:00:00Z,pending,55040,"Anitha Kumar",mock/ward-14/GVMC-014-0010.json
GVMC-014-0011,14,Kurmannapalem,Gajuwaka,17.654,83.199969,"D.No 2, Colony Road, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,739,new_build,0.55,0.55,0.44,0.44,0.33,0.36,2022,2024,2024-04-17T05:00:00Z,verified,59120,"Kavitha Raju",mock/ward-14/GVMC-014-0011.json
GVMC-014-0012,14,Kurmannapalem,Gajuwaka,17.67235,83.217006,"D.No 34, Ring Road Extension, Kurmannapalem, Visakhapatnam - 530032",530032,Commercial,347,change_of_use,0.5,0.4,0.44,0.44,0.46,0.41,2022,2024,2024-09-12T03:00:00Z,pending,13880,"Haritha Murthy",mock/ward-14/GVMC-014-0012.json
GVMC-014-0013,14,Kurmannapalem,Gajuwaka,17.664433,83.222244,"D.No 30, Cross Street, Kurmannapalem, Visakhapatnam - 530032",530032,Commercial,307,change_of_use,0.71,0.74,0.62,0.54,0.46,0.55,2022,2024,2024-04-25T02:00:00Z,pending,12280,"Divya Devi",mock/ward-14/GVMC-014-0013.json
GVMC-014-0014,14,Kurmannapalem,Gajuwaka,17.650782,83.191198,"D.No 19, Beach Road, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,193,change_of_use,0.59,0.55,0.56,0.52,0.5,0.37,2022,2024,2024-05-16T03:00:00Z,verified,7720,"Venkata Prasad",mock/ward-14/GVMC-014-0014.json
GVMC-014-0015,14,Kurmannapalem,Gajuwaka,17.643767,83.239924,"D.No 45, Temple Street, Kurmannapalem, Visakhapatnam - 530032",530032,Commercial,462,new_build,0.92,0.94,0.86,0.77,0.74,0.73,2022,2024,2024-07-16T04:00:00Z,pending,36960,"Mahesh Prasad",mock/ward-14/GVMC-014-0015.json
GVMC-014-0016,14,Kurmannapalem,Gajuwaka,17.653602,83.203242,"D.No 10, Main Road, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,537,change_of_use,0.92,0.85,0.81,0.77,0.68,0.75,2022,2024,2024-10-23T02:00:00Z,false_positive,21480,"Suresh Rao",mock/ward-14/GVMC-014-0016.json
GVMC-014-0017,14,Kurmannapalem,Gajuwaka,17.663683,83.196654,"D.No 30, Colony Road, Kurmannapalem, Visakhapatnam - 530032",530032,Industrial,616,new_build,0.67,0.69,0.66,0.58,0.51,0.55,2022,2024,2024-02-11T03:00:00Z,underassessed,49280,"Venkata Kumar",mock/ward-14/GVMC-014-0017.json
GVMC-014-0018,14,Kurmannapalem,Gajuwaka,17.659434,83.234796,"D.No 40, Temple Street, Kurmannapalem, Visakhapatnam - 530032",530032,Residential,141,change_of_use,0.74,0.64,0.68,0.58,0.5,0.44,2022,2024,2024-08-23T01:00:00Z,underassessed,5640,"Swathi Murthy",mock/ward-14/GVMC-014-0018.json
